Detuning_Normalizado,Probabilidade_P2
-1.408184679958027097e+01,8.218075482220716516e-03
-1.403987408184679886e+01,8.007374204652601551e-03
-1.399790136411332675e+01,7.794521393720722259e-03
-1.395592864637985286e+01,7.580268120373010420e-03
-1.391395592864637898e+01,7.365141831009138634e-03
-1.387198321091290687e+01,7.149388215913143711e-03
-1.383001049317943476e+01,6.932973623005111302e-03
-1.378803777544595910e+01,6.715656637179532630e-03
-1.374606505771248521e+01,6.497120305658707871e-03
-1.370409233997901310e+01,6.277139266249995297e-03
-1.366211962224554100e+01,6.055743688762289974e-03
-1.362014690451206711e+01,5.833338597622832709e-03
-1.357817418677859322e+01,5.610744759424690642e-03
-1.353620146904512112e+01,5.389144857784392353e-03
-1.349422875131164901e+01,5.169942130353262326e-03
-1.345225603357817334e+01,4.954561939118477983e-03
-1.341028331584469946e+01,4.744243365462072481e-03
-1.336831059811122735e+01,4.539872772174773259e-03
-1.332633788037775524e+01,4.341902282177857383e-03
-1.328436516264428136e+01,4.150375045300405338e-03
-1.324239244491080569e+01,3.965051317414793053e-03
-1.320041972717733358e+01,3.785602295815956257e-03
-1.315844700944386148e+01,3.611820015566324232e-03
-1.311647429171038759e+01,3.443786990647312776e-03
-1.307450157397691370e+01,3.281960425814550719e-03
-1.303252885624344160e+01,3.127149956188634422e-03
-1.299055613850996949e+01,2.980398322599983607e-03
-1.294858342077649560e+01,2.842802409065686882e-03
-1.290661070304301994e+01,2.715329334862726790e-03
-1.286463798530954783e+01,2.598683418842867576e-03
-1.282266526757607572e+01,2.493264088246501496e-03
-1.278069254984260184e+01,2.399226519186720055e-03
-1.273871983210912795e+01,2.316624255483575034e-03
-1.269674711437565584e+01,2.245586143943925726e-03
-1.265477439664218373e+01,2.186467198149760587e-03
-1.261280167890870985e+01,2.139919007508869070e-03
-1.257082896117523418e+01,2.106849018401029013e-03
-1.252885624344176208e+01,2.088272882549560734e-03
-1.248688352570828997e+01,2.085099761028315866e-03
-1.244491080797481608e+01,2.097915845395607794e-03
-1.240293809024134219e+01,2.126837823829214394e-03
-1.236096537250787009e+01,2.171492316902259335e-03
-1.231899265477439798e+01,2.231142787265220657e-03
-1.227701993704092231e+01,2.304941411996464743e-03
-1.223504721930744843e+01,2.392242700847005150e-03
-1.219307450157397632e+01,2.492890864956670300e-03
-1.215110178384050421e+01,2.607392705067557333e-03
-1.210912906610703033e+01,2.736913893605165231e-03
-1.206715634837355644e+01,2.883083020718530884e-03
-1.202518363064008433e+01,3.047642291196635961e-03
-1.198321091290661222e+01,3.232030814283028911e-03
-1.194123819517313656e+01,3.437011822113321229e-03
-1.189926547743966267e+01,3.662450208288058496e-03
-1.185729275970619057e+01,3.907311168183021446e-03
-1.181532004197271846e+01,4.169892983138661323e-03
-1.177334732423924457e+01,4.448242472296919277e-03
-1.173137460650576891e+01,4.740648377731265621e-03
-1.168940188877229680e+01,5.046081592437043004e-03
-1.164742917103882469e+01,5.364460326731570333e-03
-1.160545645330535081e+01,5.696661908351908880e-03
-1.156348373557187692e+01,6.044269971239290933e-03
-1.152151101783840481e+01,6.409118295670823001e-03
-1.147953830010493270e+01,6.792750339172341431e-03
-1.143756558237145882e+01,7.195939873902415865e-03
-1.139559286463798315e+01,7.618404813663408846e-03
-1.135362014690451105e+01,8.058795933509513287e-03
-1.131164742917103894e+01,8.514967937874535001e-03
