Detuning_Normalizado,Probabilidade_P2
-1.410048622366288562e+01,1.022877761622778027e-03
-1.406807131280389100e+01,1.424914233177305587e-03
-1.403565640194489639e+01,1.859181463127614281e-03
-1.400324149108590177e+01,2.247372966106581972e-03
-1.397082658022690538e+01,2.514474929966446781e-03
-1.393841166936791076e+01,2.605582153355429434e-03
-1.390599675850891614e+01,2.499685704604953131e-03
-1.387358184764991975e+01,2.217116502327606473e-03
-1.384116693679092513e+01,1.818482648411843920e-03
-1.380875202593192874e+01,1.394664799248416034e-03
-1.377633711507293413e+01,1.049387561265863363e-03
-1.374392220421393773e+01,8.776444275415134924e-04
-1.371150729335494489e+01,9.444118045908303028e-04
-1.367909238249594850e+01,1.268343665229388620e-03
-1.364667747163695388e+01,1.814373187485034209e-03
-1.361426256077795927e+01,2.497462303965676186e-03
-1.358184764991896465e+01,3.197446904529781427e-03
-1.354943273905997003e+01,3.782492244774938745e-03
-1.351701782820097364e+01,4.136628292264909156e-03
-1.348460291734197902e+01,4.185653483267488643e-03
-1.345218800648298263e+01,3.915690951665230443e-03
-1.341977309562398801e+01,3.379926087835551009e-03
-1.338735818476499162e+01,2.691349696834913555e-03
-1.335494327390599700e+01,2.002235893246184263e-03
-1.332252836304700061e+01,1.473998143389981764e-03
-1.329011345218800599e+01,1.243354968049330701e-03
-1.325769854132901315e+01,1.391865467734229546e-03
-1.322528363047001676e+01,1.925555562876342126e-03
-1.319286871961102214e+01,2.769544380261604408e-03
-1.316045380875202753e+01,3.779613025237963872e-03
-1.312803889789303291e+01,4.769119212120094542e-03
-1.309562398703403652e+01,5.546288409069076268e-03
-1.306320907617504190e+01,5.954442783100574732e-03
-1.303079416531604728e+01,5.906740130426642310e-03
-1.299837925445705089e+01,5.407769315323489312e-03
-1.296596434359805627e+01,4.556801063126307214e-03
-1.293354943273905988e+01,3.531171205644830207e-03
-1.290113452188006526e+01,2.552440917553482416e-03
-1.286871961102106887e+01,1.841761005580503860e-03
-1.283630470016207603e+01,1.573436803499810846e-03
-1.280388978930307964e+01,1.836445472708409660e-03
-1.277147487844408502e+01,2.612363210450546237e-03
-1.273905996758509040e+01,3.775011873662982662e-03
-1.270664505672609579e+01,5.112734285264213148e-03
-1.267423014586710117e+01,6.369447843292816956e-03
-1.264181523500810478e+01,7.296509859219116496e-03
-1.260940032414911016e+01,7.704856510101305324e-03
-1.257698541329011377e+01,7.506452726668083608e-03
-1.254457050243111915e+01,6.735976608553612306e-03
-1.251215559157212276e+01,5.547534569336268900e-03
-1.247974068071312814e+01,4.186303122894976039e-03
-1.244732576985413353e+01,2.940274826910261284e-03
-1.241491085899513713e+01,2.081633135345663330e-03
-1.238249594813614429e+01,1.809743141893862053e-03
-1.235008103727714790e+01,2.207745548896246270e-03
-1.231766612641815328e+01,3.222210516308837355e-03
-1.228525121555915867e+01,4.670713744202788752e-03
-1.225283630470016405e+01,6.276457858996813827e-03
-1.222042139384116766e+01,7.723363553063695985e-03
-1.218800648298217304e+01,8.720603536375381992e-03
-1.215559157212317842e+01,9.063319034679001227e-03
-1.212317666126418203e+01,8.676766028911601231e-03
-1.209076175040518741e+01,7.634339755000467062e-03
-1.205834683954619102e+01,6.145202092954784277e-03
-1.202593192868719640e+01,4.513515761273271913e-03
-1.199351701782820001e+01,3.077266290201041959e-03
-1.196110210696920717e+01,2.139061362185890047e-03
-1.192868719611021078e+01,1.903180116977512071e-03
-1.189627228525121616e+01,2.432063192666596586e-03
-1.186385737439222332e+01,3.631568417318773671e-03
-1.183144246353322693e+01,5.268439642182659241e-03
-1.179902755267423231e+01,7.016756407302131987e-03
-1.176661264181523592e+01,8.524045536542351406e-03
-1.173419773095624130e+01,9.483530723822330630e-03
-1.170178282009724491e+01,9.697579082559882116e-03
-1.166936790923825029e+01,9.119102052502133307e-03
-1.163695299837925390e+01,7.862154826272973324e-03
-1.160453808752025928e+01,6.179334351908673077e-03
-1.157212317666126467e+01,4.410479100095348812e-03
-1.153970826580226827e+01,2.913176498251089652e-03
-1.150729335494327543e+01,1.989418832628187059e-03
-1.147487844408427904e+01,1.823598365148577233e-03
-1.144246353322528442e+01,2.444706475837173532e-03
-1.141004862236628981e+01,3.720578753538880592e-03
-1.137763371150729519e+01,5.385358100104660484e-03
-1.134521880064829880e+01,7.094431254402467843e-03
-1.131280388978930418e+01,8.495384805856737165e-03
-1.128038897893030956e+01,9.300224354149658548e-03
-1.124797406807131317e+01,9.343895323314197962e-03
-1.121555915721231855e+01,8.617070778238576992e-03
-1.118314424635332216e+01,7.266603011576201754e-03
