"Frequency","Prob.","C","D","E","F"
9192631775,0.13,58.306,67.005,0.125,0.168
9192631775.200001,0.149,55.92,65.708,0.141,0.184
9192631775.4,0.156,56.028,66.369,0.148,0.192
9192631775.6,0.171,53.003,63.923,0.167,0.211
9192631775.799999,0.165,54.787,65.631,0.163,0.196
9192631776,0.168,54.024,64.96599999999999,0.16,0.216
9192631776.200001,0.147,56.866,66.645,0.146,0.181
9192631776.4,0.144,57.054,66.67700000000001,0.138,0.185
9192631776.6,0.115,58.46,66.072,0.1,0.152
9192631776.799999,0.096,59.256,65.544,0.081,0.134
9192631777,0.094,59.685,65.846,0.074,0.143
9192631777.200001,0.093,60.095,66.27800000000001,0.075,0.142
9192631777.4,0.099,61.032,67.709,0.08599999999999999,0.147
9192631777.6,0.11,59.766,67.143,0.101,0.157
9192631777.799999,0.118,59.361,67.28700000000001,0.109,0.17
9192631778,0.141,57.64,67.06699999999999,0.132,0.178
9192631778.200001,0.153,58.501,69.108,0.155,0.189
9192631778.4,0.156,55.757,66.09,0.149,0.198
9192631778.6,0.168,55.66,66.90600000000001,0.171,0.208
9192631778.799999,0.162,53.488,63.825,0.159,0.203
9192631779,0.151,55.626,65.532,0.142,0.186
9192631779.200001,0.138,56.945,66.06100000000001,0.126,0.176
9192631779.4,0.119,58.271,66.13,0.108,0.159
9192631779.6,0.106,59.523,66.60599999999999,0.092,0.148
9192631779.799999,0.101,59.498,66.18600000000001,0.08799999999999999,0.147
9192631780,0.094,59.66,65.855,0.075,0.138
9192631780.200001,0.098,60.38,66.955,0.08699999999999999,0.145
9192631780.4,0.105,58.411,65.29000000000001,0.08400000000000001,0.151
9192631780.6,0.113,57.429,64.715,0.102,0.164
9192631780.799999,0.143,56.257,65.64,0.143,0.184
9192631781,0.147,56.166,65.83799999999999,0.145,0.198
9192631781.200001,0.153,54.509,64.348,0.159,0.202
9192631781.4,0.158,55.154,65.485,0.156,0.196
9192631781.6,0.157,54.415,64.56100000000001,0.152,0.195
9192631781.799999,0.148,57.357,67.32299999999999,0.153,0.177
9192631782,0.131,58.084,66.87,0.125,0.172
9192631782.200001,0.128,56.987,65.325,0.119,0.161
9192631782.4,0.111,58.945,66.291,0.102,0.149
9192631782.6,0.105,57.633,64.41800000000001,0.08500000000000001,0.149
9192631782.799999,0.095,59.807,66.081,0.06900000000000001,0.135
9192631783,0.094,58.451,64.518,0.07199999999999999,0.131
9192631783.200001,0.093,61.549,67.825,0.076,0.123
9192631783.4,0.113,58.558,66.04900000000001,0.096,0.154
9192631783.6,0.127,55.776,63.857,0.118,0.163
9192631783.799999,0.132,57.311,66.04000000000001,0.137,0.163
9192631784,0.139,54.497,63.323,0.146,0.184
9192631784.200001,0.149,55.376,65.07899999999999,0.158,0.188
9192631784.4,0.147,56.944,66.79000000000001,0.154,0.185
9192631784.6,0.144,56.309,65.78400000000001,0.148,0.183
9192631784.799999,0.136,55.05,63.7,0.135,0.174
9192631785,0.13,56.48,64.913,0.116,0.175
9192631785.200001,0.114,58.115,65.62,0.098,0.15
9192631785.4,0.109,56.522,63.436,0.093,0.142
9192631785.6,0.096,57.967,64.096,0.07199999999999999,0.136
9192631785.799999,0.097,58.903,65.256,0.076,0.135
9192631786,0.102,58.284,64.925,0.08599999999999999,0.136
9192631786.200001,0.113,56.68,63.868,0.099,0.151
9192631786.4,0.119,55.454,62.919,0.12,0.158
9192631786.6,0.125,56.112,64.128,0.123,0.157
9192631786.799999,0.132,54.484,62.756,0.138,0.171
9192631787,0.137,55.147,63.898,0.145,0.178
9192631787.200001,0.142,53.257,62.097,0.144,0.181
9192631787.4,0.143,54.387,63.44,0.15,0.192
9192631787.6,0.132,56.335,64.86499999999999,0.137,0.174
9192631787.799999,0.128,56.589,64.93000000000001,0.13,0.166
9192631788,0.111,58.194,65.447,0.107,0.139
9192631788.200001,0.114,55.252,62.332,0.099,0.154
9192631788.4,0.098,56.183,62.315,0.076,0.13
9192631788.6,0.098,57.658,63.942,0.07000000000000001,0.129
9192631788.799999,0.102,56.46,62.841,0.077,0.14
9192631789,0.104,57.849,64.592,0.078,0.14
9192631789.200001,0.111,56.783,63.886,0.103,0.156
9192631789.4,0.118,55.492,62.89,0.112,0.15
9192631789.6,0.12,55.361,62.894,0.128,0.156
9192631789.799999,0.129,52.816,60.606,0.139,0.173
9192631790,0.125,55.002,62.892,0.135,0.157
9192631790.200001,0.132,53.737,61.894,0.136,0.173
9192631790.4,0.127,53.476,61.264,0.133,0.164
9192631790.6,0.123,55.339,63.109,0.125,0.161
9192631790.799999,0.117,54.743,62.003,0.101,0.153
9192631791,0.111,54.672,61.515,0.095,0.144
9192631791.200001,0.109,56.346,63.268,0.095,0.149
9192631791.4,0.103,55.772,62.197,0.075,0.139
9192631791.6,0.103,53.858,60.065,0.075,0.142
9192631791.799999,0.101,55.258,61.457,0.075,0.132
9192631792,0.105,56.251,62.881,0.083,0.135
9192631792.200001,0.113,53.856,60.686,0.111,0.148
9192631792.4,0.116,54.83,61.992,0.114,0.149
9192631792.6,0.116,53.73,60.814,0.12,0.151
9192631792.799999,0.119,55.004,62.41,0.129,0.163
9192631793,0.118,55.789,63.284,0.135,0.151
9192631793.200001,0.118,55.159,62.516,0.124,0.15
9192631793.4,0.118,52.823,59.891,0.123,0.151
9192631793.6,0.11,53.779,60.411,0.097,0.146
9192631793.799999,0.103,55.655,62.04,0.08599999999999999,0.133
9192631794,0.108,54.65,61.236,0.093,0.14
9192631794.200001,0.101,54.474,60.588,0.067,0.138
9192631794.4,0.1,56.509,62.791,0.07099999999999999,0.126
9192631794.6,0.103,56.864,63.404,0.079,0.138
9192631794.799999,0.102,55.375,61.667,0.08699999999999999,0.134
9192631795,0.107,56.185,62.897,0.083,0.138
9192631795.200001,0.107,53.883,60.326,0.093,0.149
9192631795.4,0.106,53.77,60.168,0.108,0.144
9192631795.6,0.11,54.701,61.479,0.118,0.141
9192631795.799999,0.113,52.939,59.712,0.119,0.154
9192631796,0.11,54.909,61.699,0.126,0.148
9192631796.200001,0.107,55.95,62.648,0.109,0.136
9192631796.4,0.109,54.461,61.116,0.107,0.147
9192631796.6,0.105,54.275,60.643,0.096,0.147
9192631796.799999,0.108,54.634,61.233,0.08599999999999999,0.145
9192631797,0.1,55.345,61.498,0.079,0.133
9192631797.200001,0.096,55.199,61.062,0.074,0.122
9192631797.4,0.096,56.22,62.219,0.076,0.131
9192631797.6,0.097,56.385,62.456,0.068,0.132
9192631797.799999,0.098,56.222,62.302,0.073,0.133
9192631798,0.102,55.837,62.187,0.092,0.138
9192631798.200001,0.104,53.05,59.22,0.105,0.148
9192631798.4,0.102,54.032,60.169,0.1,0.143
9192631798.6,0.104,53.17,59.339,0.114,0.15
9192631798.799999,0.101,56.754,63.112,0.113,0.137
9192631799,0.103,57.04,63.57,0.108,0.143
9192631799.200001,0.101,56.386,62.749,0.101,0.132
9192631799.4,0.101,55.636,61.882,0.091,0.135
9192631799.6,0.1,56.041,62.263,0.08500000000000001,0.133
9192631799.799999,0.098,55.555,61.559,0.081,0.137
9192631800,0.098,56.941,63.139,0.078,0.136
9192631800.200001,0.099,55.81,61.92,0.07099999999999999,0.131
9192631800.4,0.101,53.643,59.697,0.083,0.142
9192631800.6,0.1,53.873,59.873,0.08400000000000001,0.14
9192631800.799999,0.098,57.966,64.248,0.078,0.136
9192631801,0.096,57.037,63.103,0.08799999999999999,0.127
9192631801.200001,0.097,56.829,62.958,0.096,0.138
9192631801.4,0.1,56.289,62.571,0.1,0.148
9192631801.6,0.095,56.853,62.81,0.105,0.129
9192631801.799999,0.102,55.738,62.083,0.108,0.149
9192631802,0.096,56.128,62.093,0.1,0.134
9192631802.200001,0.097,55.944,61.95,0.097,0.138
9192631802.4,0.096,56.834,62.903,0.08699999999999999,0.137
9192631802.6,0.095,58.172,64.27800000000001,0.079,0.13
9192631802.799999,0.098,57.019,63.196,0.076,0.144
9192631803,0.095,58.875,65.06699999999999,0.079,0.129
9192631803.200001,0.096,58.258,64.453,0.073,0.133
9192631803.4,0.097,57.891,64.078,0.083,0.137
9192631803.6,0.094,57.816,63.826,0.07199999999999999,0.132
9192631803.799999,0.092,57.239,63.026,0.075,0.129
9192631804,0.095,59.262,65.462,0.094,0.131
9192631804.200001,0.093,58.596,64.614,0.091,0.139
9192631804.4,0.091,57.831,63.632,0.09,0.132
9192631804.6,0.095,57.97,64.077,0.091,0.144
9192631804.799999,0.092,58.69,64.639,0.091,0.134
9192631805,0.091,57.675,63.419,0.08699999999999999,0.132
9192631805.200001,0.093,58.724,64.749,0.08400000000000001,0.145
9192631805.4,0.091,56.701,62.394,0.08500000000000001,0.137
9192631805.6,0.093,57.926,63.869,0.06900000000000001,0.131
9192631805.799999,0.089,59.752,65.581,0.076,0.123
9192631806,0.094,58.419,64.476,0.078,0.136
9192631806.200001,0.089,59.068,64.831,0.07000000000000001,0.123
